0,0,5.0020006001600406
1,-1,-1.4770631473229822e-15
1,1,0.001334000240075167
2,-2,-2.0990234527449355e-15
2,0,0.0017330904538840615
2,2,0.0012254800123513696
3,-3,-4.700660162764575e-16
3,-1,1.1784155296262321e-15
3,1,-0.000376632993737848
3,3,0.0011321631565697644
4,-4,-1.3267669975907184e-16
4,-2,1.0089569535282343e-15
4,0,0.002237857637134046
4,2,-0.0005265187664064209
4,4,0.001054936228134546
5,-5,1.3922756786984188e-15
5,-3,-5.724244951775417e-16
5,-1,3.1422767703074964e-16
5,1,0.00019868177485083514
5,3,-0.0005932713630785033
5,5,0.000990634543053339
6,-6,2.4007793637207536e-16
6,-4,8.997088674528612e-17
6,-2,6.205670421028384e-17
6,0,0.0026491042898345043
6,2,0.0003126163606271371
6,4,-0.0006229852561153723
6,6,0.0009363502726019003
7,-7,-1.156589608157857e-16
7,-5,2.932305243617036e-16
7,-3,2.4170148677372504e-16
7,-1,-3.7529149980817383e-16
7,1,-0.00012620835494845577
7,3,0.0003818296538805303
7,5,-0.0006342467906996546
7,7,0.0008898672357865906
8,-8,-9.764426409358123e-17
8,-6,-1.8613739598326382e-16
8,-4,6.338434365181023e-16
8,-2,-2.9670833576401134e-16
8,0,0.0030052027602997127
8,2,-0.00021132449785054354
8,4,0.00042519874009137567
8,6,-0.0006356738891701613
8,8,0.0008495469993608232
9,-9,3.9776667203061944e-16
9,-7,5.727450442085183e-16
9,-5,7.133160910360002e-17
9,-3,-3.637196268503612e-16
9,-1,-3.3825101889241813e-16
9,1,9.126053043532494e-05
9,3,-0.0002701966039322237
9,5,0.0004527171874892109
9,7,-0.0006316542156137862
9,9,0.0008141733672291098
10,-10,-3.2049863251618765e-16
10,-8,-2.7099040378212105e-16
10,-6,6.538924946213748e-17
10,-4,4.157924066509178e-16
10,-2,-2.9602538898050796e-16
10,0,0.0033248103078159855
10,2,0.00015731877218890588
10,4,-0.00031181681860241385
10,6,0.0004700752069532469
10,8,-0.0006245745048952332
10,10,0.0007828311411064498
11,-11,-1.8106515093686826e-16
11,-9,-1.3006275608384507e-16
11,-7,3.3804132012853465e-17
11,-5,1.5147331377071043e-16
11,-3,3.540308669529725e-16
11,-1,2.1254044527058483e-16
11,1,-6.754836092930094e-05
11,3,0.00020657511548316098
11,5,-0.0003416723602129904
11,7,0.00048069806902578097
11,9,-0.0006157968823679603
11,11,0.00075482049969586
12,-12,3.0167078416461907e-16
12,-10,-2.0478292049293592e-16
12,-8,-3.13091514680906e-16
12,-6,1.6533553734811909e-16
12,-4,7.825276825517411e-16
12,-2,-8.798417626145708e-16
12,0,0.0036170955239538806
12,2,-0.00012040647732098065
12,4,0.00024388185584653578
12,6,-0.00036326604637519237
12,8,0.0004867400643470511
12,10,-0.0006061261596509226
12,12,0.0007295977286264391
13,-13,-5.255839437712934e-16
13,-11,3.4184894498467955e-16
13,-9,3.5109282729630254e-16
13,-7,7.149063953944702e-17
13,-5,-4.6605658582062927e-17
13,-3,-5.760946889379946e-16
13,-1,-3.5310376226067857e-15
13,1,5.534486146021752e-05
13,3,-0.00016178599293545544
13,5,0.00027247515109011996
13,7,-0.000378917412095897
13,9,0.0004896048759563608
13,11,-0.0005960493960218727
13,13,0.0007067340360557149
14,-14,6.959222694641332e-18
14,-12,2.748579562192842e-16
14,-10,-1.9123547553455064e-16
14,-8,-3.660285592552376e-16
14,-6,6.091054157770668e-16
